time,bid,bid_depth,bid_depth_total,offer,offer_depth,offer_depth_total
20160907T004108,102.1,0,0,102.121,0,0
20160907T004109,102.101,0,0,102.121,0,0
20160907T004117,102.1,0,0,102.121,0,0
20160907T004130,102.097,0,0,102.117,0,0
20160907T004130,102.096,0,0,102.117,0,0
20160907T004131,102.096,0,0,102.116,0,0
20160907T004131,102.095,0,0,102.115,0,0
20160907T004134,102.095,0,0,102.114,0,0
20160907T004136,102.095,0,0,102.115,0,0
20160907T004138,102.095,0,0,102.114,0,0
20160907T004139,102.095,0,0,102.115,0,0
20160907T004206,102.099,0,0,102.118,0,0
20160907T004206,102.099,0,0,102.12,0,0
20160907T004207,102.1,0,0,102.121,0,0
20160907T004207,102.102,0,0,102.122,0,0
20160907T004207,102.099,0,0,102.12,0,0
20160907T004221,102.112,0,0,102.131,0,0
20160907T004221,102.112,0,0,102.132,0,0
20160907T004221,102.11,0,0,102.13,0,0
20160907T004221,102.109,0,0,102.129,0,0
20160907T004230,102.108,0,0,102.128,0,0
20160907T004230,102.109,0,0,102.129,0,0
20160907T004239,102.109,0,0,102.13,0,0
20160907T004404,102.107,0,0,102.128,0,0
20160907T004404,102.106,0,0,102.127,0,0
20160907T004405,102.107,0,0,102.128,0,0
20160907T004431,102.106,0,0,102.126,0,0
20160907T004509,102.102,0,0,102.122,0,0
20160907T004509,102.101,0,0,102.121,0,0
20160907T004510,102.101,0,0,102.122,0,0
20160907T004510,102.099,0,0,102.119,0,0
20160907T004514,102.096,0,0,102.116,0,0
20160907T004514,102.096,0,0,102.115,0,0
20160907T004514,102.097,0,0,102.116,0,0
20160907T004515,102.097,0,0,102.117,0,0
20160907T004515,102.097,0,0,102.116,0,0
20160907T004516,102.097,0,0,102.117,0,0
20160907T004519,102.096,0,0,102.116,0,0
20160907T004524,102.092,0,0,102.11,0,0
20160907T004524,102.093,0,0,102.113,0,0
20160907T004524,102.094,0,0,102.115,0,0
20160907T004524,102.095,0,0,102.115,0,0
20160907T004525,102.095,0,0,102.116,0,0
20160907T004544,102.095,0,0,102.117,0,0
20160907T004547,102.095,0,0,102.116,0,0
20160907T004550,102.096,0,0,102.117,0,0
20160907T004550,102.099,0,0,102.119,0,0
20160907T004550,102.099,0,0,102.12,0,0
20160907T004551,102.096,0,0,102.117,0,0
20160907T004551,102.094,0,0,102.115,0,0
20160907T004551,102.093,0,0,102.114,0,0
20160907T004551,102.094,0,0,102.114,0,0
20160907T004552,102.093,0,0,102.114,0,0
20160907T004552,102.094,0,0,102.114,0,0
20160907T004555,102.093,0,0,102.114,0,0
20160907T004556,102.095,0,0,102.115,0,0
20160907T004559,102.093,0,0,102.112,0,0
20160907T004559,102.089,0,0,102.108,0,0
20160907T004559,102.091,0,0,102.111,0,0
20160907T004559,102.09,0,0,102.111,0,0
20160907T004602,102.091,0,0,102.111,0,0
20160907T004604,102.091,0,0,102.112,0,0
20160907T004604,102.091,0,0,102.11,0,0
20160907T004604,102.091,0,0,102.111,0,0
20160907T004605,102.09,0,0,102.11,0,0
20160907T004605,102.091,0,0,102.111,0,0
20160907T004605,102.09,0,0,102.108,0,0
20160907T004609,102.089,0,0,102.108,0,0
20160907T004617,102.087,0,0,102.106,0,0
20160907T004617,102.087,0,0,102.104,0,0
20160907T004618,102.088,0,0,102.106,0,0
20160907T004618,102.087,0,0,102.106,0,0
20160907T004619,102.088,0,0,102.106,0,0
20160907T004619,102.088,0,0,102.108,0,0
20160907T004619,102.093,0,0,102.112,0,0
20160907T004619,102.094,0,0,102.112,0,0
20160907T004619,102.094,0,0,102.114,0,0
20160907T004619,102.094,0,0,102.115,0,0
20160907T004628,102.093,0,0,102.115,0,0
20160907T004628,102.094,0,0,102.115,0,0
20160907T004630,102.093,0,0,102.115,0,0
20160907T004632,102.094,0,0,102.115,0,0
20160907T004633,102.093,0,0,102.115,0,0
20160907T004639,102.093,0,0,102.114,0,0
20160907T004639,102.094,0,0,102.114,0,0
20160907T004646,102.093,0,0,102.114,0,0
20160907T004652,102.094,0,0,102.114,0,0
20160907T004654,102.093,0,0,102.114,0,0
20160907T004657,102.094,0,0,102.114,0,0
20160907T004658,102.093,0,0,102.114,0,0
20160907T004701,102.094,0,0,102.114,0,0
20160907T004702,102.093,0,0,102.114,0,0
20160907T004704,102.094,0,0,102.114,0,0
20160907T004704,102.093,0,0,102.114,0,0
20160907T004710,102.101,0,0,102.124,0,0
20160907T004710,102.101,0,0,102.122,0,0
20160907T004711,102.096,0,0,102.116,0,0
20160907T004711,102.095,0,0,102.115,0,0
20160907T004711,102.094,0,0,102.115,0,0
20160907T004711,102.094,0,0,102.114,0,0
20160907T004712,102.093,0,0,102.113,0,0
20160907T004720,102.092,0,0,102.113,0,0
20160907T004724,102.092,0,0,102.114,0,0
20160907T004730,102.092,0,0,102.113,0,0
20160907T004733,102.093,0,0,102.113,0,0
20160907T004743,102.092,0,0,102.113,0,0
20160907T004744,102.091,0,0,102.113,0,0
20160907T004744,102.092,0,0,102.113,0,0
20160907T004748,102.091,0,0,102.113,0,0
20160907T004758,102.092,0,0,102.113,0,0
20160907T004801,102.092,0,0,102.112,0,0
20160907T004803,102.091,0,0,102.112,0,0
20160907T004804,102.084,0,0,102.106,0,0
20160907T004804,102.082,0,0,102.103,0,0
20160907T004804,102.08,0,0,102.103,0,0
20160907T004805,102.078,0,0,102.101,0,0
20160907T004806,102.075,0,0,102.098,0,0
20160907T004807,102.076,0,0,102.098,0,0
20160907T004807,102.076,0,0,102.099,0,0
20160907T004808,102.075,0,0,102.098,0,0
20160907T004808,102.076,0,0,102.098,0,0
20160907T004809,102.077,0,0,102.099,0,0
20160907T004811,102.077,0,0,102.1,0,0
20160907T004811,102.076,0,0,102.099,0,0
20160907T004811,102.076,0,0,102.098,0,0
20160907T004813,102.076,0,0,102.097,0,0
20160907T004813,102.074,0,0,102.095,0,0
20160907T004813,102.076,0,0,102.096,0,0
20160907T004813,102.076,0,0,102.097,0,0
20160907T004825,102.074,0,0,102.095,0,0
20160907T004825,102.073,0,0,102.094,0,0
20160907T004839,102.074,0,0,102.094,0,0
20160907T004841,102.079,0,0,102.099,0,0
20160907T004841,102.078,0,0,102.1,0,0
20160907T004842,102.081,0,0,102.101,0,0
20160907T004842,102.083,0,0,102.103,0,0
20160907T004842,102.086,0,0,102.105,0,0
20160907T004842,102.086,0,0,102.106,0,0
20160907T004842,102.087,0,0,102.106,0,0
20160907T004842,102.086,0,0,102.105,0,0
20160907T004843,102.085,0,0,102.105,0,0
20160907T004844,102.086,0,0,102.105,0,0
20160907T004854,102.086,0,0,102.106,0,0
20160907T004854,102.086,0,0,102.105,0,0
20160907T004918,102.086,0,0,102.104,0,0
20160907T004918,102.086,0,0,102.105,0,0
20160907T004930,102.086,0,0,102.106,0,0
20160907T005002,102.087,0,0,102.106,0,0
20160907T005026,102.086,0,0,102.106,0,0
20160907T005027,102.086,0,0,102.105,0,0
20160907T005033,102.087,0,0,102.106,0,0
20160907T005036,102.094,0,0,102.111,0,0
20160907T005036,102.095,0,0,102.112,0,0
20160907T005036,102.096,0,0,102.114,0,0
20160907T005036,102.096,0,0,102.116,0,0
20160907T005036,102.096,0,0,102.115,0,0
20160907T005037,102.096,0,0,102.116,0,0
20160907T005037,102.098,0,0,102.117,0,0
20160907T005037,102.099,0,0,102.117,0,0
20160907T005039,102.098,0,0,102.117,0,0
20160907T005051,102.099,0,0,102.117,0,0
20160907T005052,102.099,0,0,102.118,0,0
20160907T005110,102.096,0,0,102.116,0,0
20160907T005110,102.097,0,0,102.116,0,0
20160907T005113,102.096,0,0,102.116,0,0
20160907T005119,102.098,0,0,102.116,0,0
20160907T005119,102.098,0,0,102.117,0,0
20160907T005120,102.098,0,0,102.118,0,0
20160907T005125,102.099,0,0,102.12,0,0
20160907T005143,102.104,0,0,102.123,0,0
20160907T005143,102.107,0,0,102.126,0,0
20160907T005143,102.107,0,0,102.128,0,0
20160907T005143,102.108,0,0,102.129,0,0
20160907T005144,102.11,0,0,102.131,0,0
20160907T005145,102.109,0,0,102.13,0,0
20160907T005145,102.109,0,0,102.131,0,0
20160907T005146,102.108,0,0,102.131,0,0
20160907T005147,102.109,0,0,102.131,0,0
20160907T005149,102.108,0,0,102.129,0,0
20160907T005152,102.106,0,0,102.126,0,0
20160907T005200,102.104,0,0,102.124,0,0
20160907T005201,102.104,0,0,102.125,0,0
20160907T005202,102.104,0,0,102.124,0,0
20160907T005202,102.103,0,0,102.123,0,0
20160907T005203,102.102,0,0,102.123,0,0
20160907T005210,102.102,0,0,102.122,0,0
20160907T005210,102.102,0,0,102.123,0,0
20160907T005216,102.103,0,0,102.124,0,0
20160907T005217,102.103,0,0,102.123,0,0
20160907T005217,102.103,0,0,102.124,0,0
20160907T005219,102.104,0,0,102.125,0,0
20160907T005219,102.103,0,0,102.124,0,0
20160907T005219,102.104,0,0,102.124,0,0
20160907T005228,102.104,0,0,102.123,0,0
20160907T005229,102.104,0,0,102.124,0,0
20160907T005230,102.103,0,0,102.123,0,0
20160907T005230,102.104,0,0,102.123,0,0
